ref_id,stance,effectiveness,risks,distribution,mandatory,politics,pharma,ct,child,other,other_merged,cate_in,cate_bt
1469916371924439048,1,0,0,0,1,0,0,0,0,criticize_gegen,criticize impfgegner,B_inf,AB
1461072237969162248,1,1,0,0,0,0,0,0,0,criticize_gegen,criticize impfgegner,B_inf,within
1354455468224237573,2,0,0,0,0,1,0,0,0,0,0,B_inf,AB
1353068827756568578,2,0,0,1,0,1,0,0,0,0,0,B_inf,AB
1438068123194822659,3,0,1,0,0,0,0,0,0,0,0,B_inf,AB
1453328563894112261,2,1,0,0,0,0,0,0,0,0,0,B_inf,AB
1435158684741607425,1,0,0,0,1,0,0,0,0,0,call,B_inf,AB
1389832049004060672,3,0,0,0,1,0,0,0,0,0,mocking impfgenener,B_inf,AB
1371945984020910088,2,0,0,0,0,1,0,0,0,0,politician,B_inf,AB
1458853322526535685,2,1,0,0,0,0,0,0,0,0,0,B_inf,within
1384584307923165197,3,0,0,0,0,0,1,0,0,0,0,B_inf,within
1466946641714454532,2,1,0,0,0,0,0,0,0,0,new variation alarm,B_inf,AB
1468636634275282944,2,1,0,0,0,1,0,0,0,0,0,B_inf,AB
1468601500758908928,2,1,0,0,0,0,0,0,0,0,0,B_inf,AB
1376277575148974082,2,0,0,0,0,1,0,0,0,0,0,B_inf,AB
1469741884910321664,2,0,1,0,0,0,0,0,0,0,0,B_inf,AB
1238369036808962048,3,0,0,0,0,1,0,0,0,0,other general critics,B_inf,AB
1459229625897426950,1,1,0,0,0,0,0,0,0,0,0,B_inf,AB
1371513098775928832,2,0,0,1,0,1,0,0,0,0,0,B_inf,AB
1434074505094352896,2,0,0,0,0,0,0,0,0,0,0,B_inf,AB
1399660805986062344,3,1,0,0,0,0,0,0,0,criticize_gegen,criticize querdenker,B_inf,within
1362662941485654016,0,1,0,0,0,0,0,0,0,0,0,B_inf,AB
1437490422205530117,2,0,0,0,0,0,0,0,0,mocking,mocking querdenker,B_inf,AB
1371541085428846597,2,1,0,0,0,0,0,0,0,0,0,B_inf,AB
1466756080097239042,2,1,0,0,0,1,0,0,0,0,0,B_inf,AB
1462746887069614081,2,0,0,0,1,0,0,0,0,0,0,B_inf,AB
1455321270342586370,2,1,0,0,0,0,0,0,0,0,0,B_inf,AB
1466052776111349760,2,0,0,0,1,0,0,0,0,0,0,B_inf,AB
1452217926212325384,2,1,0,0,0,0,0,0,0,0,0,B_inf,AB
1415065286710079491,2,0,0,0,0,0,0,0,0,criticize_left,criticize left,B_inf,AB
1335824898799902720,3,0,0,0,0,0,0,1,0,0,0,B_inf,within
1428745969840107527,3,0,1,0,0,0,0,0,0,0,0,B_inf,within
1435166828985307139,2,0,0,0,0,1,0,0,0,Versuchskaninchen,politician,B_inf,AB
1454155113245839364,1,1,0,0,0,0,0,0,0,0,0,B_inf,AB
1396470076136624130,2,0,0,0,0,0,0,0,0,celebrity,banane,B_inf,AB
1372480200831827968,2,0,0,0,0,1,0,0,0,0,politics criticism,B_inf,within
1254515308141973508,2,0,0,0,0,1,0,0,1,Versuchskaninchen,0,B_inf,AB
1364492843276984320,3,0,0,0,0,0,0,0,0,0,0,B_inf,AB
1394527437069996032,2,0,0,0,0,0,0,0,1,0,0,B_inf,within
1419612851107471361,3,0,0,0,1,0,0,0,0,0,0,B_inf,within
1396763653366599681,2,0,0,0,0,0,0,0,0,history,other,B_inf,AB
1380109705087963140,2,0,0,0,1,0,0,0,0,0,0,B_inf,within
1463281007008927745,2,0,0,0,1,0,0,0,0,0,0,B_inf,within
1369621273727401989,3,1,1,0,0,0,0,0,0,0,0,B_inf,AB
1441478995887869964,1,0,0,0,0,1,0,0,0,0,0,B_inf,within
1434210778639486982,2,0,1,0,0,1,0,0,0,Versuchskaninchen,defend Scholz,B_inf,within
1362807433077399552,3,0,1,0,0,0,0,0,0,0,mocking impfgenener,B_inf,within
1452895466937454602,3,0,1,0,0,0,0,0,0,0,mocking querdenker,B_inf,within
1435140470405992451,2,1,0,0,0,0,0,0,0,0,0,B,AB
1371836027275460610,2,0,0,0,0,1,0,0,0,0,0,B,AB
1419913965421973523,1,0,0,0,1,0,0,0,0,0,0,B,within
1368299036567035917,2,0,0,1,0,1,0,0,0,0,politician,B_inf,AB
1419605563248451587,2,0,0,0,0,1,0,0,0,0,politician,B,within
1460998227914809351,2,0,1,0,0,0,0,0,0,0,0,B,AB
1434383971446624260,3,0,0,0,0,0,0,0,0,mocking,mocking querdenker,B,AB
1428706969309827076,1,1,0,0,0,0,0,0,0,mocking,mocking querdenker,B,AB
1463276111379550217,2,0,0,0,1,0,0,0,0,criticize_gegen,criticize querdenker,B,AB
1469719557401190404,2,0,0,0,0,0,0,0,0,demo,querdenker,B,AB
1470418502506983434,2,0,0,0,1,0,0,0,0,0,0,B,AB
1396520434192027648,2,0,0,0,0,0,0,0,0,celebrity,banane,B,within
1353605585535717378,3,0,0,0,0,0,0,0,0,criticize_gegen,heilkunde,B,within
1276746232610852870,2,0,0,0,0,0,1,0,0,0,0,B,AB
1318479327869239296,2,0,0,0,0,1,1,0,0,marijuana ,marijuana,B,AB
1459458581758152704,3,0,1,0,0,0,1,0,0,Versuchskaninchen,mocking impfgenener,B,within
1372499407397093377,2,0,0,1,0,0,0,0,0,0,Sputnik,B,within
1372539193201717254,2,0,0,0,0,1,0,0,0,0,0,B,within
1345487342367346689,3,0,0,0,0,1,0,0,0,0,0,B,within
1318124465528672256,2,0,0,0,0,1,1,0,0,0,parties,B,within
1362862538166333441,3,0,1,0,0,0,0,0,0,0,0,B,within
1473723255332741126,2,0,1,0,0,1,0,0,0,0,0,B,within
1296092905346666496,2,0,0,0,0,0,1,0,0,0,0,B,AB
1394929946150199296,2,0,0,0,0,0,1,0,0,0,capitalism critics,B,within
1474986101299367944,3,0,0,0,1,0,0,0,0,criticize_gegen,criticize querdenker,B,within
1329471596499767301,2,0,0,1,0,0,0,0,0,0,0,B,within
1455576737857916932,2,0,0,0,0,1,0,0,0,0,Pflexit,B,within
1250343057242722306,2,0,0,0,0,0,0,0,0,media,criticize media,B,within
1370012686583537665,2,0,0,1,0,0,0,0,0,IT,IT,B,within
1421391591462383616,2,0,0,0,0,0,0,0,0,unklar,unklar,B,within
1317917974456664064,2,0,0,0,0,0,0,0,0,unklar,unklar,B,within
1425549773734563842,2,0,0,0,0,0,0,0,0,unklar,unklar,B,within
1266401195075256329,3,0,0,0,0,0,0,0,0,criticize_gegen,other,B,within
1425454118882136065,2,1,0,0,0,1,0,0,0,0,responsibility,B,within
1335125212585730049,2,0,0,0,0,0,1,0,0,0,0,B,within
1472635973578248197,2,0,0,0,0,0,0,0,0,unklar,unklar,B,within
1390781811664502784,2,0,0,0,0,1,0,0,0,0,0,B,within
1426989597519667201,2,0,0,0,0,0,0,1,0,0,0,B,within
1345309220749643777,2,0,0,1,0,1,0,0,0,0,politician,B,within
1384526038219337734,2,0,1,0,0,1,0,0,0,0,politician,B,within
1377523310330847232,2,0,0,1,0,1,0,0,0,0,politician,B,within
1261968775387254786,3,0,0,0,1,0,0,1,0,0,mocking querdenker,B,within
1375040974842388482,2,0,0,1,0,0,0,0,0,0,0,B,AB
1439669142647365636,2,0,0,0,1,0,0,0,0,0,0,B,within
1297606171076055041,3,0,0,0,0,0,1,0,0,criticize_gegen,criticize querdenker,B,within
1303270581551476743,2,0,0,0,0,1,1,0,0,0,0,B,within
1257608928537575425,2,0,0,0,0,0,0,0,0,unklar,unklar,B,within
1413795872064802821,2,0,0,0,1,0,0,0,1,0,FR,B,within
1460982362397892629,1,0,0,0,0,0,0,0,0,current_situation,current situation,B,within
1468156493295931395,2,0,0,0,0,0,1,0,0,0,0,B,within
1370000271934377984,2,0,0,1,0,0,0,0,0,current_situation,current situation,B,within
1447940004412629001,2,0,0,0,0,0,0,0,0,marijuana,marijuana,B,within
1370759310557519874,2,0,0,1,0,1,0,0,0,0,0,B,within
1473553509215780864,3,0,0,0,0,0,0,0,0,0,0,B,AB
1466011232914350080,1,0,1,0,0,0,0,0,0,0,0,B,within
1375083405126344707,2,0,0,1,0,1,0,0,0,0,0,A,BA
1371472484885741568,2,0,0,1,0,0,0,0,0,0,0,B,within
1315948491127033857,3,0,1,0,0,0,0,0,0,0,0,B,within
1456332497105661955,2,1,0,0,0,1,0,0,0,current_situation,currentsituation,B,AB
1258787050356125698,3,0,0,0,1,0,0,0,0,0,0,B,within
1455333781620117510,2,1,0,0,0,0,0,0,0,0,0,B,within
1371814194027319296,2,0,0,0,0,1,0,0,0,0,0,B,within
1459774709281792005,1,0,0,0,0,0,0,0,0,fav_pos,fav,B,within
1291282894766440449,2,0,0,0,0,0,0,0,1,Versuchskaninchen,0,B,within
1473700991979728896,1,0,0,1,0,0,0,0,0,0,0,B,within
1386682115731992587,2,0,0,1,0,0,1,0,0,0,0,B,within
1318852195765391360,2,0,0,0,0,0,0,0,0,unklar,recommandation,B,within
1362803314954444802,3,0,1,0,0,0,0,0,0,0,0,B,within
1343875807119368193,2,0,0,0,0,1,1,0,0,0,0,B,AB
